名称,销售量,销售额,商品单价,是否促销
休闲,1,3.5,3.5,否
蔬果,4.162,49.86,11.98,否
粮油,1,35.9,35.9,否
休闲,0.226,10.8,47.8,否
蔬果,0.566,1.68,2.96,否
粮油,1,1.9,1.9,否
酒饮,1,11.9,13.8,是
洗化,1,4.7,4.7,否
休闲,1,9.9,9.9,否
休闲,1,6.9,6.9,否
休闲,1,10.9,10.9,否
休闲,1,5.8,6.5,否
休闲,1,14.3,14.3,否
酒饮,1,8.9,10.7,是
蔬果,0.45,2.25,5,否
休闲,0.494,4.84,11.8,是
酒饮,1,11.9,12.3,是
日配,1,78,78,否
粮油,5,2.5,0.5,否
休闲,1,22,22,否
酒饮,1,11.9,13.8,是
休闲,1,8.3,9.9,是
休闲,0.682,27.14,49.8,是
蔬果,0.36,2.81,7.8,否
蔬果,0.562,8.99,16,否
蔬果,0.572,3.75,6.56,否
休闲,1,12.9,18.9,是
酒饮,1,13.9,13.9,否
休闲,0.13,3.33,25.6,否
蔬果,1.506,15.03,9.98,否
休闲,2,1,0.5,否
休闲,1,7.5,7.9,是
日配,1,6.9,10.9,是
粮油,1,9.9,9.9,否
熟食,0.518,10.36,20,否
冲调,1,4.9,4.9,否
休闲,1.142,22.6,23.8,是
蔬果,0.674,2,2.96,否
日配,1.076,7.3,6.78,否
休闲,1,19.7,19.7,否
休闲,1,5.3,5.3,否
日配,1,5.9,7.5,是
粮油,0.104,8.29,99,是
日配,1,75,75,否
粮油,12,38.4,3.2,否
酒饮,1,10.9,10.9,否
粮油,0.458,4.95,10.8,否
肉禽,0.874,22.55,25.8,否
蔬果,1,59,59,否
蔬果,0.444,1.76,1.8,否
蔬果,0.562,1.45,2.58,否
休闲,1,10.9,10.9,否
休闲,0.398,27.06,68,否
酒饮,20,76,3.8,否
洗化,1,8.5,8.9,是
蔬果,0.86,4.3,5,否
休闲,0.306,12.12,39.6,否
蔬果,0.706,3.95,5.6,否
蔬果,0.542,1.39,2.56,否
蔬果,0.597,3.92,6.56,否
休闲,1,10.9,10.9,否
酒饮,1,3.9,3.9,否
休闲,0.102,5.28,51.8,否
蔬果,0.55,0.99,1.8,否
粮油,1,3.9,3.9,否
休闲,1,4.5,4.5,否
蔬果,1.72,9.98,5.8,否
休闲,1,5.3,5.9,是
休闲,1,54.9,54.9,否
酒饮,1,5.8,6.9,是
日配,1,5.9,6.9,是
蔬果,0.55,3.61,6.56,否
粮油,1,4.8,4.8,否
粮油,1,9.9,9.9,否
休闲,0.62,7.3,19.6,是
粮油,1,2.8,2.8,否
洗化,1,5.7,5.7,否
日配,4,47.6,11.9,否
休闲,0.56,22.29,39.8,否
粮油,1,5.9,5.9,否
酒饮,1,2.8,2.8,否
休闲,0.348,13.85,39.8,否
洗化,1,7.9,10.9,是
蔬果,0.408,1.62,3.96,否
日配,1.37,26.85,19.6,否
蔬果,0.344,3.1,9,否
洗化,2,9.4,4.7,否
休闲,0.06,2.14,39.8,是
蔬果,0.54,1.39,2.58,否
休闲,4,131.6,33.9,是
酒饮,12,54,4.5,否
洗化,1,13.7,13.7,否
休闲,0.312,12.4,49.8,是
蔬果,0.506,2.93,5.8,否
休闲,3,26.1,8.7,否
粮油,1,6.8,6.8,否
休闲,1,7.2,7.2,否
休闲,1,32.9,33.9,是
休闲,1,3.5,4.3,是
粮油,1,12.9,12.9,否
洗化,1,13.5,15.9,是
洗化,1,27.9,35.9,是
蔬果,0.896,10.75,12,否
蔬果,0.516,8.26,16,否
粮油,0.174,10.57,70,是
休闲,0.614,6.01,11.8,是
粮油,1,1.7,1.7,否
蔬果,2.978,17.75,5.96,否
蔬果,0.402,6.75,16.8,否
休闲,1,10.9,10.9,否
文体,1,2.5,5,是
日配,1,1.6,2,是
蔬果,2,9.96,4.98,否
蔬果,0.268,2.57,9.6,否
日配,12,39.9,5.5,是
日配,24,38.4,2,是
酒饮,1,11.9,13.8,是
酒饮,1,48,48,否
酒饮,3,105,35,否
粮油,1,12.9,12.9,否
休闲,1,32.9,33.9,是
粮油,1,7.3,7.3,否
粮油,1,5.7,5.7,否
粮油,1,18.9,18.9,否
粮油,1,18.9,25.3,是
休闲,0.258,5.1,23.8,是
蔬果,0.559,1.65,2.96,否
酒饮,1,9.9,11.9,是
粮油,1,4.9,4.9,否
休闲,1,4,4,否
冲调,1,49,60.3,是
酒饮,1,11.9,13.8,是
酒饮,1,9.5,13.7,是
冲调,1,29.5,36,是
日配,1,3.9,5.9,是
蔬果,0.43,1.11,2.58,否
蔬果,0.254,4.57,18,否
蔬果,2.28,40.13,17.6,否
休闲,0.216,19.8,105.8,是
休闲,1,14.9,16.9,是
休闲,0.282,7.27,35.8,是
蔬果,0.592,3.29,5.56,否
酒饮,6,21,3.5,否
粮油,1,2,2,否
粮油,1,7.2,7.3,否
休闲,1,5.3,5.3,否
洗化,1,10.7,10.7,否
日配,1,10.5,12.9,是
蔬果,2.422,24.1,2,否
蔬果,2.074,4.11,1.98,否
洗化,1,4.9,4.9,否
日配,1,5.9,7.5,是
洗化,1,8.5,8.9,是
粮油,1,1.7,1.7,否
休闲,1,1.5,1.5,否
休闲,0.16,7,51.8,是
蔬果,1.234,4.91,3.98,否
蔬果,1.728,10.33,5.98,否
蔬果,0.282,1.12,3.96,否
蔬果,0.73,2.91,3.98,否
家居,1,6.9,9.9,是
蔬果,1.764,4.52,2.56,否
日配,1,14.3,14.3,否
休闲,0.218,3.83,27.8,是
熟食,0.218,4.36,20,否
日配,1,18.9,18.9,否
休闲,1,12,12,否
蔬果,0.702,1.39,1.98,否
酒饮,1,5.5,5.5,否
休闲,1,4,4,否
粮油,1,4.9,4.9,否
蔬果,0.588,6.92,16.8,否
粮油,1,7.9,7.9,否
蔬果,1.078,12.91,11.98,否
水产,0.356,11.32,31.8,否
休闲,1,2.3,2.3,否
粮油,1,3.3,3.3,否
蔬果,2.1,3.11,1.48,否
粮油,1,12.9,12.9,否
酒饮,1,12.7,12.7,否
洗化,1,7.7,7.7,否
休闲,1,45,49.8,是
休闲,1,23.9,27.9,是
日配,1,9.9,15.5,是
洗化,1,7.7,7.7,否
蔬果,0.744,8.91,11.98,否
休闲,1,6.5,6.5,否
粮油,1,3.9,3.9,否
休闲,0.89,8.72,11.8,是
冲调,1,40.3,40.3,否
休闲,1,13.9,13.9,否
休闲,0.936,16.66,17.8,否
酒饮,1,11.3,11.3,否
酒饮,1,11.9,13.8,是
粮油,1,9.5,9.5,否
酒饮,1,9.9,10.9,是
休闲,1,6.9,6.9,否
休闲,1,5.3,5.9,是
洗化,1,8.9,8.9,否
休闲,1.934,22.82,15.6,是
休闲,0.332,4.31,13.8,是
冲调,1,15.3,15.3,否
粮油,1,2.9,2.9,否
蔬果,0.296,1.72,5.8,否
休闲,1,9.3,10.9,是
粮油,1,22.5,22.5,否
休闲,1,28.9,28.9,否
洗化,1,12.9,14.5,是
洗化,1,1.9,1.9,否
休闲,0.392,4.6,15.6,是
蔬果,1.948,31.09,15.96,否
粮油,1,0.5,0.5,否
日配,1,55,65,是
蔬果,1.412,8.42,5.96,否
蔬果,0.866,2.56,2.96,否
肉禽,0.208,6.2,29.8,否
休闲,1,3.5,4.3,是
日配,24,127.8,7.1,是
蔬果,0.23,1.51,6.56,否
肉禽,0.778,15.4,19.8,否
蔬果,0.144,0.94,6.56,否
休闲,1,9.3,10.9,是
酒饮,3,90,39,是
酒饮,5,27.5,5.5,否
洗化,1,2.4,2.9,是
粮油,0.841,3.7,4.4,否
日配,1,14.3,14.3,否
休闲,1,10.9,10.9,否
休闲,1,39.8,39.8,否
日配,1,10.5,12.9,是
粮油,1,9.5,9.5,否
休闲,1,29.9,29.9,否
文体,1,2.3,2.3,否
文体,1,1.7,1.7,否
冲调,1,59,76,是
蔬果,0.722,1.43,1.98,否
蔬果,0.506,2.93,5.8,否
蔬果,2,3,1.5,否
日配,1,7.7,7.7,否
蔬果,0.406,3.09,7.6,否
休闲,1,17.9,17.9,否
粮油,1,0.5,0.5,否
休闲,1,5.3,5.9,是
熟食,0.51,10.2,20,否
粮油,1,6.3,6.3,否
蔬果,0.284,4.14,7.6,否
休闲,1,14.9,16.9,是
粮油,1,3.8,3.8,否
蔬果,0.638,5.08,7.96,否
蔬果,0.342,6.16,18,否
粮油,1,44.9,44.9,否
蔬果,1.644,4.87,2.96,否
日配,1,8.5,10.3,是
肉禽,1.052,29.25,27.8,否
休闲,1,32.9,33.9,是
蔬果,0.532,5.3,9.96,否
休闲,1,2.9,2.9,否
休闲,0.488,4.72,11.8,是
日配,1,75,75,否
洗化,1,12.5,12.5,否
酒饮,2,23.8,13.8,是
酒饮,10,70,7,否
日配,1,8,8,否
酒饮,1,2.9,2.9,否
酒饮,2,246,138,是
酒饮,1,9.9,10.9,是
蔬果,0.701,1.79,2.56,否
休闲,1,11.8,11.8,否
休闲,1,6.5,6.9,是
休闲,1,3.9,3.9,否
肉禽,0.476,14.18,29.8,否
酒饮,1,11.9,12.3,是
休闲,1,8.7,8.7,否
休闲,0.238,9.47,49.8,是
休闲,1,3.9,3.9,否
蔬果,0.638,2.53,3.96,否
洗化,1,26.9,26.9,否
日配,1,3.9,4.9,是
蔬果,1.472,14.69,9.98,否
休闲,1,3.5,4.3,是
休闲,1,6.5,6.5,否
日配,1,78,78,否
家电,1,19.5,19.5,否
休闲,0.298,5.9,23.8,是
休闲,1,6.5,6.9,是
酒饮,1,4.9,4.9,否
蔬果,0.516,2.89,5.6,否
日配,1,8.9,12.9,是
休闲,0.052,2.27,51.8,是
休闲,0.06,4.78,79.6,否
肉禽,0.522,15.56,29.8,否
日配,1.146,22,19.2,否
休闲,0.488,11.61,23.8,否
休闲,1,10,10,否
蔬果,0.3,1.67,5.56,否
蔬果,0.45,2.61,5.8,否
休闲,1,3.7,3.7,否
休闲,1,3.5,3.7,否
粮油,1,6.5,6.5,否
洗化,1,6.9,8.9,是
冲调,1,3.2,3.2,否
针织,1,20,20,否
酒饮,1,9.5,13.7,是
蔬果,0.561,1.66,2.96,否
家居,1,15,15,否
酒饮,1,6.9,6.9,否
休闲,0.346,17.92,51.8,否
休闲,0.104,14.35,138,否
休闲,0.304,3.9,13.8,是
蔬果,1.064,4.21,3.96,否
休闲,0.248,13.39,54,否
休闲,1,3.5,3.5,否
蔬果,1.825,7.23,3.96,否
粮油,1,7.9,7.9,否
休闲,1,3.3,3.3,否
休闲,1,4.9,4.9,否
休闲,3,8.7,2.9,否
蔬果,0.358,1.42,3.96,否
日配,16,29,2.8,是
家居,1,15,15,否
针织,1,6,6,否
休闲,1,11.9,11.9,否
日配,1,59,76,是
酒饮,6,17.4,2.9,否
蔬果,0.538,2.13,3.96,否
蔬果,0.4,3.1,7.76,否
粮油,1,4.5,4.9,是
蔬果,1.522,15.1,2,否
粮油,1,0.5,0.5,否
粮油,1,2.7,2.7,否
蔬果,0.798,2.04,2.56,否
粮油,1,7.9,7.9,否
蔬果,0.646,5.14,7.96,否
洗化,1,9.9,13.9,是
蔬果,1.013,16.17,15.96,否
休闲,1,6.5,6.5,否
酒饮,1,9.5,13.7,是
休闲,1,4.9,4.9,否
休闲,0.226,2.21,15.8,是
休闲,0.234,4.6,23.8,是
粮油,1,6.8,6.8,否
日配,1,10.5,12.9,是
酒饮,1,19.3,19.3,否
蔬果,0.728,1.88,2.58,否
日配,-1,-8.9,8.9,否
日配,1,7.9,8.9,否
粮油,1,16.3,16.3,否
粮油,1,8.9,8.9,否
粮油,1,3.7,3.7,否
休闲,1,19.9,21.9,是
文体,1,4.7,4.7,否
休闲,0.3,5.9,23.8,是
洗化,2,13.8,8.9,是
休闲,1,3.3,3.3,否
休闲,1,3.7,3.7,否
酒饮,1,2.8,2.8,否
粮油,1,2.9,2.9,否
休闲,0.324,5.12,15.8,否
酒饮,12,58.8,5.9,是
休闲,0.296,8.22,35,是
粮油,1,4.5,4.9,是
日配,1,10.5,12.9,是
日配,1,19.9,19.9,否
休闲,1,13.5,13.5,否
休闲,1,32.9,33.9,是
日配,1,11.5,16.5,是
休闲,1,4.5,4.5,否
休闲,6,71.4,13.9,是
粮油,1,3.9,3.9,否
蔬果,0.296,2.66,9,否
休闲,1,10,10,否
熟食,0.16,12.16,76,否
日配,1,8.9,8.9,否
蔬果,0.866,2.22,2.56,否
蔬果,1,6.56,6.56,否
休闲,1,16.9,16.9,否
蔬果,0.66,0.98,1.48,否
休闲,1,8.7,8.7,否
休闲,1,7,7,否
休闲,1,39,49,是
家居,1,15,15,否
休闲,0.2,5.8,35,是
针织,1,3.9,7,是
蔬果,2.234,4.38,1.96,否
冲调,1,22.3,22.3,否
冲调,1,9.9,9.9,否
肉禽,1.424,28.2,19.8,否
粮油,1,11.5,11.7,否
休闲,1,12.5,12.5,否
蔬果,1.491,8.35,5.6,否
蔬果,0.828,7.95,9.6,否
日配,0.886,17.37,19.6,否
蔬果,0.448,1.7,3.8,否
粮油,1,2.3,2.3,否
蔬果,0.65,1.29,1.98,否
休闲,0.264,24.23,105.8,是
酒饮,1,6.9,6.9,否
日配,1,13.3,13.3,否
休闲,1,10.9,10.9,否
休闲,1,2.7,2.7,否
酒饮,1,11.9,13.8,是
酒饮,1,11.9,12.3,是
休闲,0.18,8.6,47.8,否
冲调,1,25.9,25.9,否
蔬果,1,4.98,4.98,否
蔬果,0.352,3.17,9,否
蔬果,1,4.98,4.98,否
酒饮,1,11.9,13.8,是
休闲,1,11.9,14.3,是
蔬果,2,20,10,否
蔬果,0.272,1.58,5.8,否
日配,1,10.8,14.9,是
洗化,1,5.9,5.9,否
洗化,1,12.9,12.9,否
休闲,0.238,32.84,138,否
蔬果,0.428,3.03,9.6,否
粮油,1,3.9,3.9,否
粮油,1,1.7,1.7,否
家居,1,10,10,否
洗化,2,9.8,4.9,否
休闲,1,3.9,3.9,否
休闲,1,2.9,2.9,否
日配,1,5.9,7.5,是
家居,1,4,4,否
日配,0.848,5.75,6.78,否
休闲,1,4.9,4.9,否
日配,4,27.6,10.9,是
肉禽,0.844,26.16,31,否
肉禽,0.668,18.57,27.8,否
休闲,1,3.9,3.9,否
酒饮,6,270,52,是
休闲,1,2.7,2.7,否
粮油,2,13.8,7.9,是
粮油,3,6.9,2.3,否
休闲,0.16,3.81,23.8,否
休闲,0.282,7.8,35,是
粮油,1,5.9,5.9,否
酒饮,1,3.7,3.7,否
蔬果,0.956,2.47,2.58,否
休闲,1,5.9,5.9,否
蔬果,0.348,2.02,5.8,否
粮油,1,8.9,8.9,否
休闲,1,4.2,4.2,否
休闲,1,4.9,6.9,是
休闲,1,4.7,4.7,否
休闲,1,7.9,7.9,否
酒饮,1,11.9,13.8,是
酒饮,1,11.9,13.8,是
粮油,3.52,14.78,4.2,否
粮油,1,14.5,14.5,否
酒饮,1,99,99,否
洗化,1,19.9,19.9,否
粮油,1,2.3,2.3,否
休闲,1,4.9,4.9,否
蔬果,0.512,2.03,3.96,否
日配,0.772,5.23,6.78,否
日配,1,78,78,否
冲调,1,59,76,是
蔬果,-0.252,-1,12,否
蔬果,0.252,3.02,12,否
酒饮,1,6.5,6.5,否
休闲,1,3.3,3.3,否
休闲,1,4.7,4.7,否
酒饮,1,2.5,2.5,否
休闲,0.456,5.92,13.8,是
酒饮,1,9.9,11.9,是
休闲,1,6.8,6.8,否
蔬果,0.526,8.42,16,否
休闲,1,12,12,否
日配,24,58.8,3,是
日配,1.108,21.94,19.8,否
家居,1,13.5,13.5,否
粮油,1,22.5,22.5,否
休闲,1,10.9,10.9,否
蔬果,0.988,2.53,2.56,否
酒饮,1,4.5,4.5,否
洗化,1,8.9,8.9,否
粮油,1,1.1,1.1,否
冲调,1,35.9,39.9,是
肉禽,0.558,19.98,35.8,否
休闲,1,7.5,7.9,是
日配,48,117.6,3,是
日配,1,6.9,6.9,否
粮油,1,2.7,2.7,否
休闲,0.272,10.28,37.8,否
休闲,1,3.3,3.3,否
家电,1,19,19,否
粮油,1,2.7,2.7,否
日配,1,8.5,10.3,是
粮油,1,13.3,13.3,否
休闲,1,2.7,2.7,否
酒饮,1,1.9,1.9,否
粮油,1,2,4.5,是
家居,1,5.5,6.5,是
粮油,1,9,9,否
洗化,1,4.7,4.7,否
休闲,1,5.5,5.5,否
粮油,1,5.9,5.9,否
酒饮,1,5.5,5.5,否
酒饮,1,11.3,11.3,否
酒饮,1,10.3,10.3,否
文体,4,1.2,0.3,否
日配,1,11.3,11.3,否
蔬果,0.544,3.79,6.96,否
蔬果,0.271,2.71,10,否
休闲,3,35.7,13.9,是
休闲,0.158,2.05,13.8,是
粮油,1,4.9,6.9,是
日配,1,5.9,6.9,是
酒饮,1,15,15,否
熟食,0.274,7.67,28,否
蔬果,0.244,1.42,5.8,否
针织,1,119,130,是
蔬果,0.5,4.8,9.6,否
休闲,0.328,15.68,47.8,否
休闲,0.642,15.28,23.8,否
粮油,1,6.7,6.7,否
家居,1,17,17,否
肉禽,0.508,10.06,19.8,否
粮油,1,4.9,4.9,否
休闲,0.2,7.96,49.8,是
休闲,0.09,6.32,71,否
熟食,0.648,12.96,20,否
粮油,1,13.3,13.3,否
粮油,1,18.9,25.3,是
蔬果,1.582,88.59,56,否
粮油,1,6.9,7.9,是
酒饮,1,2.9,2.9,否
粮油,1,136,145,是
休闲,1,3.5,4.3,是
休闲,1,3.5,3.5,否
休闲,0.288,3.74,13.8,是
休闲,0.586,6.9,19.6,是
休闲,1,10.9,10.9,否
日配,1,12.9,16.9,是
休闲,0.34,6.73,23.8,是
休闲,1,10.9,10.9,否
粮油,1,6.9,8.5,是
休闲,1,6.5,6.5,否
休闲,1,6.2,6.2,否
日配,1,8.9,8.9,否
蔬果,0.646,2.45,3.8,否
休闲,1,0.8,0.8,否
酒饮,1,6.5,6.5,否
粮油,1,26.9,30.9,是
休闲,1,79,106,是
洗化,1,12.9,12.9,否
酒饮,1,11.9,13.8,是
粮油,1,3.9,3.9,否
蔬果,0.482,4.63,9.6,否
蔬果,0.392,2.34,5.98,否
酒饮,6,30,5,否
酒饮,3,210,85,是
洗化,1,4.9,4.9,否
蔬果,0.24,1.39,5.8,否
休闲,1,21.8,21.8,否
家居,1,6.9,8,是
蔬果,0.706,5.62,7.96,否
冲调,1,50.9,50.9,否
粮油,1,8.5,8.5,否
肉禽,0.516,13.21,25.6,否
日配,1,17.3,17.3,否
日配,1,10.5,12.9,是
粮油,1,5.7,5.7,否
休闲,0.164,9.68,59,否
粮油,1,2.7,2.7,否
休闲,0.314,15.01,47.8,否
休闲,1,6,6,否
洗化,1,19.9,19.9,否
粮油,1,7.7,7.7,否
洗化,1,6.9,6.9,否
蔬果,0.246,1.38,5.6,否
蔬果,0.811,2.08,2.56,否
蔬果,1,4.98,4.98,否
日配,1,10.5,10.5,否
粮油,1,89.9,109,是
休闲,1,5.9,5.9,否
粮油,1,2.7,2.7,否
蔬果,0.738,2.92,3.96,否
蔬果,0.578,6.94,12,否
日配,2,13.4,6.7,否
休闲,1,9.3,10.9,是
休闲,0.198,27.32,138,否
酒饮,1,1.3,1.3,否
日配,1,14.9,14.9,否
休闲,1,6.5,6.9,是
日配,1,9.7,9.7,否
蔬果,0.693,2.76,3.98,否
蔬果,0.916,1.81,1.98,否
日配,1,4.9,4.9,否
休闲,1,4.5,4.5,否
粮油,3.6,20.09,5.58,否
家居,1,5,5,否
洗化,1,9.9,13.9,是
日配,1,11.9,11.9,否
粮油,1,0.5,0.5,否
休闲,0.63,25.05,49.8,是
蔬果,0.636,6.8,1.98,否
蔬果,0.968,9.64,9.96,否
日配,1,39,53,是
蔬果,0.718,8.62,12,否
粮油,1,3.9,3.9,否
休闲,1,15.9,15.9,否
蔬果,0.66,5.02,7.6,否
肉禽,1.842,88.05,47.8,否
粮油,1,4.9,5.3,否
酒饮,1,9.9,11.9,是
酒饮,1,11.9,13.8,是
休闲,0.16,4.13,25.8,否
洗化,1,8.9,8.9,否
洗化,2,13.8,8.9,是
酒饮,2,9.8,4.9,否
休闲,1,8.5,8.5,否
日配,1,1.6,2,是
粮油,1,13.9,15.5,是
休闲,1,11.9,13.9,是
蔬果,0.662,5.03,7.6,否
粮油,1,9.9,9.9,否
家居,1,6.9,10,是
蔬果,0.48,2.87,5.98,否
蔬果,0.84,2.34,2.78,否
休闲,1,19.9,21.9,是
日配,0.96,18.82,19.6,否
酒饮,1,12.7,12.7,否
休闲,1,3.3,3.3,否
酒饮,1,10.3,10.3,否
酒饮,1,11.9,13.8,是
休闲,0.348,3.4,15.8,是
水产,0.608,10.82,17.8,否
酒饮,1,8.9,12.9,是
休闲,1,6.9,6.9,否
酒饮,1,3,3,否
休闲,1,5.9,5.9,否
休闲,1,4.7,5.9,是
休闲,1,3.7,3.7,否
蔬果,0.25,1.45,5.8,否
熟食,0.384,34.56,90,否
蔬果,0.6,1.55,2.58,否
蔬果,0.738,22.14,30,否
蔬果,0.216,0.86,3.96,否
蔬果,0.802,2.07,2.58,否
蔬果,0.768,5.04,6.56,否
肉禽,0.412,11.45,27.8,否
粮油,1,35.9,35.9,否
日配,1,5.7,5.7,否
休闲,0.166,6.6,49.8,是
蔬果,0.194,1.08,5.56,否
粮油,1,7.9,13.3,是
休闲,1,3.3,3.3,否
休闲,1,2.7,2.7,否
休闲,1,4.2,4.2,否
酒饮,1,5.5,5.5,否
粮油,1,8.5,8.5,否
休闲,1,5.2,5.2,否
蔬果,1.978,15.74,7.96,否
蔬果,1.022,30.66,30,否
蔬果,0.338,1.96,5.8,否
蔬果,1.95,58.5,30,否
粮油,1,145,145,否
日配,1,2.3,2.3,否
冲调,1,28,28,否
酒饮,4,20,5,否
粮油,1,8.9,8.9,否
日配,1.834,12.43,6.78,否
休闲,0.262,10.43,39.8,否
洗化,1,10.5,19.7,是
洗化,2,2,1.9,是
休闲,0.302,41.68,138,否
日配,1,6.9,10.9,是
酒饮,1,11.9,13.8,是
日配,1,12.9,18.5,是
粮油,1,5.3,5.3,否
蔬果,0.55,1.41,2.56,否
酒饮,1,3,3,否
粮油,1,3.9,3.9,否
蔬果,0.78,3.9,5,否
休闲,1,1,1,否
酒饮,1,11.9,13.8,是
酒饮,1,11.9,13.8,是
休闲,0.198,8.67,51.8,是
肉禽,0.236,4.67,19.8,否
蔬果,0.334,1.86,5.56,否
日配,1,8.5,10.3,是
蔬果,1,5.2,20,否
蔬果,0.264,2.53,9.6,否
粮油,1,10.9,12.5,是
休闲,1,4.7,4.7,否
休闲,1,2.3,2.3,否
休闲,1,3.9,3.9,否
粮油,1,8.2,8.2,否
酒饮,1,48,56,是
洗化,1,35.9,35.9,否
家居,1,3.5,4.5,是
文体,1,9,15,是
文体,1,1,2,是
酒饮,1,20.7,20.7,否
洗化,1,39.9,51.9,是
洗化,1,16.9,16.9,否
休闲,1,11.9,13.9,是
蔬果,0.47,1.39,2.96,否
日配,1,13.9,16.3,是
粮油,1,7.9,13.3,是
休闲,0.402,4.66,11.6,否
休闲,0.196,5.68,35,是
酒饮,3,105,35,否
蔬果,0.44,3.86,2.58,否
日配,1,5.5,8.3,是
粮油,1,0.5,0.5,否
休闲,1,2.3,2.3,否
休闲,1,2.9,2.9,否
休闲,0.122,16.84,138,否
休闲,1,4,4,否
蔬果,0.763,5.01,6.56,否
休闲,1,4.9,4.9,否
酒饮,1,4.9,5.9,是
洗化,1,5.9,7.7,是
休闲,1,17.5,17.5,否
休闲,0.368,8.76,23.8,否
日配,1,5.9,7.5,是
酒饮,1,11.9,13.8,是
蔬果,0.35,2.3,6.56,否
洗化,1,10.5,19.7,是
休闲,0.256,7.58,29.6,否
酒饮,1,6.5,6.5,否
休闲,1,6.9,6.9,否
蔬果,0.564,1.12,1.98,否
酒饮,1,9.9,11.9,是
休闲,1,5.5,5.5,否
针织,1,8,8,否
粮油,1,6.9,6.9,否
蔬果,0.824,4.78,5.8,否
酒饮,1,8.9,12.9,是
粮油,1,12.9,12.9,否
日配,12,58.8,5.3,是
粮油,1,35.9,35.9,否
休闲,1,13.3,13.3,否
休闲,1,10.9,10.9,否
蔬果,1.048,6.25,5.96,否
休闲,0.298,2.92,15.8,是
酒饮,1,9.9,9.9,否
休闲,1,4,4,否
酒饮,1,13.7,13.7,否
洗化,1,4.7,4.7,否
日配,1,5.5,8.3,是
酒饮,1,11.9,13.8,是
休闲,0.308,3.63,15.6,是
休闲,0.522,11.79,22.6,否
酒饮,1,10.9,10.9,否
粮油,1,17.9,17.9,否
休闲,1,5.5,5.5,否
粮油,1,6.8,6.8,否
粮油,2,75.8,37.9,否
日配,1,10.5,12.9,是
酒饮,1,3,3,否
酒饮,1,76.9,76.9,否
针织,1,59.9,59.9,否
粮油,1,12.9,12.9,否
酒饮,1,53,60,是
日配,1,5.9,5.9,否
日配,1,8.9,9.3,否
酒饮,1,123,123,否
酒饮,1,55,67,是
休闲,1,3,3,否
蔬果,0.694,2.05,2.96,否
粮油,1,4.3,4.3,否
休闲,1,4.5,4.5,否
针织,1,7.5,7.5,否
粮油,1,5.9,5.9,否
粮油,0.28,2.74,9.8,否
粮油,12,42,3.5,否
休闲,1,6,6,否
休闲,1,4.7,4.7,否
休闲,1,6.5,6.5,否
肉禽,0.502,14.96,29.8,否
日配,1,8.3,8.3,否
蔬果,1.464,17.54,11.98,否
酒饮,1,11.9,13.8,是
休闲,0.216,7.3,39.8,是
蔬果,0.846,2.18,2.58,否
蔬果,0.418,4.01,9.6,否
休闲,0.26,7.5,35,是
洗化,1,9.9,9.9,否
蔬果,0.492,1.97,4,否
蔬果,0.216,1.94,9,否
休闲,1,7.9,9.3,是
洗化,1,29.8,35.9,是
针织,1,8,8,否
休闲,1,5.9,5.9,否
休闲,1,2.9,2.9,否
休闲,1,10.9,10.9,否
酒饮,1,11.9,13.8,是
蔬果,0.578,3.24,5.6,否
蔬果,0.52,2.91,5.6,否
休闲,1,4.2,4.2,否
日配,1,8.9,12.9,是
家居,1,6.9,6.9,否
粮油,1,3.7,3.7,否
日配,12,35.8,3.5,是
粮油,1,28.9,30.9,是
休闲,1,28.9,31.9,是
洗化,1,9.7,9.7,否
休闲,1,3,3,否
蔬果,0.318,1.77,5.56,否
休闲,1,9.3,9.3,否
休闲,0.242,12.05,49.8,否
日配,12,58.8,5.3,是
休闲,1,2.3,2.3,否
家居,1,18,18,否
粮油,1,3.8,3.8,否
蔬果,0.716,2.86,4,否
蔬果,0.476,1.22,2.56,否
休闲,0.32,3.76,21.6,是
蔬果,0.539,1.39,2,否
蔬果,2.568,15.31,5.96,否
酒饮,1,6.5,6.5,否
蔬果,0.852,1.69,1.98,否
休闲,1,6.9,6.9,否
蔬果,0.968,2.87,2.96,否
蔬果,1.034,15.5,14.99,否
粮油,1,20.3,20.3,否
日配,1,6.9,10.9,是
休闲,0.394,4.64,15.6,是
洗化,1,11.9,14.5,是
日配,2,7.8,5.9,是
日配,1,78,78,否
休闲,1,3.3,3.3,否
蔬果,0.872,26.16,30,否
日配,1,8.9,8.9,否
肉禽,0.302,8.4,27.8,否
酒饮,1,6.5,6.5,否
针织,1,3.5,3.5,否
洗化,1,18.9,24.9,是
休闲,1,5.3,5.3,否
酒饮,1,12.7,12.7,否
酒饮,1,11.9,13.8,是
洗化,1,25.9,25.9,否
粮油,0.414,8.18,37.8,是
冲调,1,24.5,30.7,是
粮油,1,4.5,4.5,否
肉禽,1.746,83.46,47.8,否
休闲,0.302,14.44,47.8,否
洗化,1,7.9,7.9,否
日配,1,30.9,30.9,否
休闲,1,5.3,5.3,否
休闲,1,4.9,4.9,否
蔬果,0.75,18.75,25,否
休闲,1,3.5,3.5,否
休闲,1,5.7,5.7,否
休闲,1,28.8,33.9,是
休闲,1,10.9,10.9,否
酒饮,6,17.4,2.9,否
冲调,1,86,86,否
粮油,1,5.9,5.9,否
日配,1,75,75,否
蔬果,0.704,12.39,17.6,否
家居,1,6.9,9.9,是
